"","Opponent","regular_1_position","Player","Away","Home","matchup","Team","regular_1_name","regular_1_min","regular_1_pts","regular_1_fg","regular_1_fg3","regular_1_reb","regular_1_ast","regular_1_game_date","regular_1_matchup","regular_2_name","regular_2_position","regular_2_min","regular_2_pts","regular_2_fg","regular_2_fg3","regular_2_reb","regular_2_ast","regular_2_game_date","regular_2_matchup","regular_3_name","regular_3_position","regular_3_min","regular_3_pts","regular_3_fg","regular_3_fg3","regular_3_reb","regular_3_ast","regular_3_game_date","regular_3_matchup","regular_4_name","regular_4_position","regular_4_min","regular_4_pts","regular_4_fg","regular_4_fg3","regular_4_reb","regular_4_ast","regular_4_game_date","regular_4_matchup","regular_5_name","regular_5_position","regular_5_min","regular_5_pts","regular_5_fg","regular_5_fg3","regular_5_reb","regular_5_ast","regular_5_game_date","regular_5_matchup","regular_6_name","regular_6_position","regular_6_min","regular_6_pts","regular_6_fg","regular_6_fg3","regular_6_reb","regular_6_ast","regular_6_game_date","regular_6_matchup","regular_7_name","regular_7_position","regular_7_min","regular_7_pts","regular_7_fg","regular_7_fg3","regular_7_reb","regular_7_ast","regular_7_game_date","regular_7_matchup","regular_8_name","regular_8_position","regular_8_min","regular_8_pts","regular_8_fg","regular_8_fg3","regular_8_reb","regular_8_ast","regular_8_game_date","regular_8_matchup","regular_9_name","regular_9_position","regular_9_min","regular_9_pts","regular_9_fg","regular_9_fg3","regular_9_reb","regular_9_ast","regular_9_game_date","regular_9_matchup","regular_10_name","regular_10_position","regular_10_min","regular_10_pts","regular_10_fg","regular_10_fg3","regular_10_reb","regular_10_ast","regular_10_game_date","regular_10_matchup","regular_11_name","regular_11_position","regular_11_min","regular_11_pts","regular_11_fg","regular_11_fg3","regular_11_reb","regular_11_ast","regular_11_game_date","regular_11_matchup","regular_12_name","regular_12_position","regular_12_min","regular_12_pts","regular_12_fg","regular_12_fg3","regular_12_reb","regular_12_ast","regular_12_game_date","regular_12_matchup","regular_13_name","regular_13_position","regular_13_min","regular_13_pts","regular_13_fg","regular_13_fg3","regular_13_reb","regular_13_ast","regular_13_game_date","regular_13_matchup","regular_14_name","regular_14_position","regular_14_min","regular_14_pts","regular_14_fg","regular_14_fg3","regular_14_reb","regular_14_ast","regular_14_game_date","regular_14_matchup","regular_15_name","regular_15_position","regular_15_min","regular_15_pts","regular_15_fg","regular_15_fg3","regular_15_reb","regular_15_ast","regular_15_game_date","regular_15_matchup","regular_16_name","regular_16_position","regular_16_min","regular_16_pts","regular_16_fg","regular_16_fg3","regular_16_reb","regular_16_ast","regular_16_game_date","regular_16_matchup","regular_17_name","regular_17_position","regular_17_min","regular_17_pts","regular_17_fg","regular_17_fg3","regular_17_reb","regular_17_ast","regular_17_game_date","regular_17_matchup","regular_18_name","regular_18_position","regular_18_min","regular_18_pts","regular_18_fg","regular_18_fg3","regular_18_reb","regular_18_ast","regular_18_game_date","regular_18_matchup","regular_19_name","regular_19_position","regular_19_min","regular_19_pts","regular_19_fg","regular_19_fg3","regular_19_reb","regular_19_ast","regular_19_game_date","regular_19_matchup","regular_20_name","regular_20_position","regular_20_min","regular_20_pts","regular_20_fg","regular_20_fg3","regular_20_reb","regular_20_ast","regular_20_game_date","regular_20_matchup","opponent_1_name","opponent_1_position","opponent_1_min","opponent_1_pts","opponent_1_fg","opponent_1_fg3","opponent_1_reb","opponent_1_ast","opponent_1_game_date","opponent_1_matchup","opponent_2_name","opponent_2_position","opponent_2_min","opponent_2_pts","opponent_2_fg","opponent_2_fg3","opponent_2_reb","opponent_2_ast","opponent_2_game_date","opponent_2_matchup","opponent_3_name","opponent_3_position","opponent_3_min","opponent_3_pts","opponent_3_fg","opponent_3_fg3","opponent_3_reb","opponent_3_ast","opponent_3_game_date","opponent_3_matchup","opponent_4_name","opponent_4_position","opponent_4_min","opponent_4_pts","opponent_4_fg","opponent_4_fg3","opponent_4_reb","opponent_4_ast","opponent_4_game_date","opponent_4_matchup","opponent_5_name","opponent_5_position","opponent_5_min","opponent_5_pts","opponent_5_fg","opponent_5_fg3","opponent_5_reb","opponent_5_ast","opponent_5_game_date","opponent_5_matchup","PotentialAssists","Matchup_Points.7","Matchup_Rebounds.7","Matchup_Assists.7","Matchup_3PM.7","Matchup_FG%.7","Matchup_Points.15","Matchup_Rebounds.15","Matchup_Assists.15","Matchup_3PM.15","Matchup_FG%.15","Matchup_Points.30","Matchup_Rebounds.30","Matchup_Assists.30","Matchup_3PM.30","Matchup_FG%.30"
"219","ORL","C","Robert Williams","ORL","BOS","ORL - BOS","BOS","Robert Williams III","33","10","4-8","0-0","7","2","2022-06-17","GSW-BOS","Robert Williams III","C","30","10","4-5","0-0","8","2","2022-06-14","BOS-GSW","Robert Williams III","C","31","7","3-3","0-0","12","4","2022-06-11","GSW-BOS","Robert Williams III","C","26","8","4-5","0-0","10","0","2022-06-09","GSW-BOS","Robert Williams III","C","14","2","1-1","0-0","2","1","2022-06-06","BOS-GSW","Robert Williams III","C","24","8","4-4","0-0","6","0","2022-06-03","BOS-GSW","Robert Williams III","C","15","2","0-2","0-0","3","1","2022-05-30","BOS-MIA","Robert Williams III","C","26","12","5-7","0-0","1","0","2022-05-28","MIA-BOS","Robert Williams III","C","27","6","2-2","0-0","10","0","2022-05-26","BOS-MIA","Robert Williams III","C","19","12","4-5","0-0","9","0","2022-05-24","MIA-BOS","Robert Williams III","C","20","5","2-3","0-0","4","0","2022-05-20","BOS-MIA","Robert Williams III","C","28","18","6-8","0-0","9","1","2022-05-18","BOS-MIA","Robert Williams III","C","23","10","5-9","0-0","5","4","2022-05-07","BOS-MIL","Robert Williams III","C","25","10","4-5","0-0","4","1","2022-05-03","MIL-BOS","Robert Williams III","C","22","6","3-6","0-1","8","0","2022-05-01","MIL-BOS","Robert Williams III","C","14","3","1-4","0-0","5","0","2022-04-25","BOS-BRK","Robert Williams III","C","16","2","1-1","0-0","2","1","2022-04-23","BOS-BRK","Robert Williams III","C","24","13","6-7","0-0","10","0","2022-03-27","MIN-BOS","Robert Williams III","C","25","12","6-7","0-0","10","2","2022-03-23","UTA-BOS","Robert Williams III","C","26","8","4-4","0-0","9","4","2022-03-21","BOS-DEN","Robert Williams III","C","28","10","4-5","0-0","6","1","2022-02-06","BOS-ORL","Robert Williams III","C","30","12","6-8","0-0","6","0","2021-11-03","BOS-ORL","Robert Williams III","C","21","8","4-5","0-0","6","1","2021-05-05","BOS-ORL","Robert Williams III","C","14","4","2-3","0-0","7","2","2021-03-21","ORL-BOS","Robert Williams III","C","15","8","4-5","0-0","3","1","2020-08-09","ORL-BOS",NA,21.99,14.23,2.21,0.73,67.59,22.83,15.4,2.56,0.44,62.78,22.77,14.66,2.76,0.26,62.22
"220","ORL","C","Al Horford","ORL","BOS","ORL - BOS","BOS","Al Horford","33","3","1-5","1-4","6","2","2022-12-04","BOS-BRK","Al Horford","C","34","5","2-5","1-4","6","3","2022-12-03","MIA-BOS","Al Horford","C","33","6","2-4","2-4","6","5","2022-12-01","MIA-BOS","Al Horford","C","26","14","6-8","2-3","3","3","2022-11-27","WAS-BOS","Al Horford","C","28","13","5-8","3-3","4","5","2022-11-26","SAC-BOS","Al Horford","C","35","14","5-5","4-4","5","4","2022-11-24","DAL-BOS","Al Horford","C","35","0","0-9","0-7","5","2","2022-11-22","BOS-CHI","Al Horford","C","34","18","7-8","4-5","7","2","2022-11-19","BOS-NOP","Al Horford","C","27","7","3-6","1-3","11","4","2022-11-17","BOS-ATL","Al Horford","C","32","12","5-12","1-5","11","4","2022-11-15","OKC-BOS","Al Horford","C","34","21","7-12","6-8","7","2","2022-11-12","DEN-BOS","Al Horford","C","26","13","6-6","1-1","6","2","2022-11-10","DET-BOS","Al Horford","C","32","15","6-7","3-3","6","2","2022-11-08","BOS-MEM","Al Horford","C","33","11","4-8","1-5","5","5","2022-11-04","CHI-BOS","Al Horford","C","40","12","5-11","1-4","12","1","2022-11-02","BOS-CLE","Al Horford","C","24","5","2-7","1-5","8","1","2022-10-30","WAS-BOS","Al Horford","C","41","12","5-7","2-4","2","4","2022-10-28","CLE-BOS","Al Horford","C","25","8","3-7","2-6","5","2","2022-10-25","BOS-CHI","Al Horford","C","34","9","3-5","3-5","5","1","2022-10-21","BOS-MIA","Al Horford","C","23","6","2-7","2-5","5","1","2022-10-18","PHI-BOS","Al Horford","C","29","13","6-12","1-6","11","5","2022-02-06","BOS-ORL","Al Horford","C","34","9","3-8","1-3","8","2","2022-01-02","ORL-BOS","Al Horford","C","26","12","3-9","2-5","12","7","2021-11-03","BOS-ORL","Al Horford","C","28","12","5-12","2-7","7","4","2021-01-03","OKC-ORL","Al Horford","C","30","21","8-14","1-3","9","2","2020-08-07","ORL-PHI",4.8,21.99,14.23,2.21,0.73,67.59,22.83,15.4,2.56,0.44,62.78,22.77,14.66,2.76,0.26,62.22
"221","ORL","C","Luke Kornet","ORL","BOS","ORL - BOS","BOS","Luke Kornet","24","2","1-3","0-0","7","1","2022-12-14","BOS-LAL","Luke Kornet","C","15","4","2-2","0-0","2","1","2022-12-13","BOS-LAC","Luke Kornet","C","10","0","0-0","0-0","1","0","2022-12-11","BOS-GSW","Luke Kornet","C","26","12","6-6","0-0","4","3","2022-12-08","BOS-PHO","Luke Kornet","C","16","11","5-7","0-1","7","0","2022-12-06","BOS-TOR","Luke Kornet","C","3","2","1-2","0-0","0","0","2022-12-04","BOS-BRK","Luke Kornet","C","10","0","0-0","0-0","1","0","2022-12-03","MIA-BOS","Luke Kornet","C","15","4","2-3","0-0","1","0","2022-12-01","MIA-BOS","Luke Kornet","C","18","9","4-4","0-0","8","0","2022-11-29","CHO-BOS","Luke Kornet","C","22","12","4-8","0-1","4","1","2022-11-27","WAS-BOS","Luke Kornet","C","13","4","2-2","0-0","5","0","2022-11-26","SAC-BOS","Luke Kornet","C","6","2","1-1","0-0","2","0","2022-11-22","BOS-CHI","Luke Kornet","C","15","4","1-1","0-0","6","1","2022-11-19","BOS-NOP","Luke Kornet","C","25","15","7-7","1-1","8","1","2022-11-17","BOS-ATL","Luke Kornet","C","5","0","0-0","0-0","1","0","2022-11-15","OKC-BOS","Luke Kornet","C","9","6","1-1","0-0","1","1","2022-11-13","BOS-DET","Luke Kornet","C","13","8","4-8","0-0","7","1","2022-11-12","DEN-BOS","Luke Kornet","C","18","2","1-2","0-0","5","2","2022-11-10","DET-BOS","Luke Kornet","C","15","4","1-3","0-1","3","1","2022-11-04","CHI-BOS","Luke Kornet","C","3","0","0-0","0-0","0","1","2022-11-02","BOS-CLE","Luke Kornet","C","6","1","0-0","0-0","1","0","2022-10-22","BOS-ORL","Luke Kornet","C","13","5","2-2","1-1","1","1","2021-05-05","BOS-ORL","Luke Kornet","C","1","0","0-0","0-0","0","0","2021-02-07","CHI-ORL","Luke Kornet","C","1","0","0-0","0-0","0","0","2019-12-24","CHI-ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.99,14.23,2.21,0.73,67.59,22.83,15.4,2.56,0.44,62.78,22.77,14.66,2.76,0.26,62.22
"222","ORL","PF","Blake Griffin","ORL","BOS","ORL - BOS","BOS","Blake Griffin","23","6","3-11","0-5","5","3","2022-12-14","BOS-LAL","Blake Griffin","PF","21","5","1-3","0-2","6","5","2022-12-13","BOS-LAC","Blake Griffin","PF","20","13","4-5","1-1","7","1","2022-12-11","BOS-GSW","Blake Griffin","PF","22","9","3-6","3-4","9","1","2022-12-08","BOS-PHO","Blake Griffin","PF","32","13","5-6","0-1","8","2","2022-12-06","BOS-TOR","Blake Griffin","PF","22","9","4-5","1-2","4","0","2022-11-29","CHO-BOS","Blake Griffin","PF","7","0","0-1","0-0","2","1","2022-11-17","BOS-ATL","Blake Griffin","PF","21","7","3-6","1-3","6","0","2022-11-13","BOS-DET","Blake Griffin","PF","15","7","3-4","1-2","1","2","2022-11-05","BOS-NYK","Blake Griffin","PF","12","7","1-1","1-1","2","0","2022-10-28","CLE-BOS","Blake Griffin","PF","5","2","1-4","0-0","4","1","2022-10-25","BOS-CHI","Blake Griffin","PF","10","0","0-1","0-1","0","1","2022-10-22","BOS-ORL","Blake Griffin","PF","8","1","0-2","0-1","5","1","2022-10-18","PHI-BOS","Blake Griffin","PF","18","0","0-3","0-2","3","4","2022-04-25","BOS-BRK","Blake Griffin","PF","8","8","2-4","2-3","1","0","2022-04-23","BOS-BRK","Blake Griffin","PF","6","0","0-1","0-1","2","0","2022-04-02","BRK-ATL","Blake Griffin","PF","12","9","3-5","3-5","3","0","2022-03-27","BRK-MIA","Blake Griffin","PF","20","9","3-4","1-2","4","3","2022-03-21","UTA-BRK","Blake Griffin","PF","12","4","1-3","1-1","4","4","2022-03-15","BRK-ORL","Blake Griffin","PF","0","0","0-0","0-0","0","0","2022-03-13","NYK-BRK","Blake Griffin","PF","10","0","0-1","0-1","0","1","2022-10-22","BOS-ORL","Blake Griffin","PF","12","4","1-3","1-1","4","4","2022-03-15","BRK-ORL","Blake Griffin","PF","32","17","6-13","3-10","7","6","2021-12-19","ORL-BRK","Blake Griffin","PF","25","6","3-7","0-1","6","1","2021-11-20","ORL-BRK","Blake Griffin","PF","19","0","0-5","0-5","2","2","2021-11-11","BRK-ORL",2.4,26.02,9.43,6.06,1.88,47.86,22.55,10.45,5.22,1.78,50.21,21.02,9.79,4.02,2.21,49.87
"223","ORL","PF","Grant Williams","ORL","BOS","ORL - BOS","BOS","Grant Williams","31","9","3-6","3-5","5","0","2022-12-14","BOS-LAL","Grant Williams","PF","29","14","4-7","1-3","4","2","2022-12-13","BOS-LAC","Grant Williams","PF","31","4","2-3","0-1","2","0","2022-12-11","BOS-GSW","Grant Williams","PF","22","14","6-6","2-2","6","0","2022-12-08","BOS-PHO","Grant Williams","PF","32","7","3-6","1-3","4","1","2022-12-06","BOS-TOR","Grant Williams","PF","36","10","4-7","2-4","5","1","2022-12-04","BOS-BRK","Grant Williams","PF","33","18","6-8","4-6","4","2","2022-12-03","MIA-BOS","Grant Williams","PF","31","3","1-4","1-4","4","3","2022-12-01","MIA-BOS","Grant Williams","PF","22","8","3-5","2-2","4","4","2022-11-29","CHO-BOS","Grant Williams","PF","32","5","2-7","1-4","7","3","2022-11-27","WAS-BOS","Grant Williams","PF","18","2","0-3","0-1","1","2","2022-11-26","SAC-BOS","Grant Williams","PF","26","2","1-5","0-3","3","3","2022-11-24","DAL-BOS","Grant Williams","PF","35","13","5-9","3-7","7","1","2022-11-22","BOS-CHI","Grant Williams","PF","35","12","5-10","2-6","5","1","2022-11-19","BOS-NOP","Grant Williams","PF","28","18","6-10","4-7","1","1","2022-11-17","BOS-ATL","Grant Williams","PF","29","7","2-6","1-3","7","0","2022-11-15","OKC-BOS","Grant Williams","PF","45","19","7-12","3-6","10","4","2022-11-13","BOS-DET","Grant Williams","PF","32","13","5-8","2-5","4","4","2022-11-12","DEN-BOS","Grant Williams","PF","20","5","2-4","1-3","4","1","2022-11-10","DET-BOS","Grant Williams","PF","38","2","0-0","0-0","5","1","2022-11-08","BOS-MEM","Grant Williams","PF","31","13","3-3","3-3","6","2","2022-10-22","BOS-ORL","Grant Williams","PF","28","12","5-9","2-4","3","3","2022-02-06","BOS-ORL","Grant Williams","PF","39","5","1-5","1-5","6","0","2022-01-02","ORL-BOS","Grant Williams","PF","7","1","0-1","0-1","1","0","2021-11-03","BOS-ORL","Grant Williams","PF","8","2","1-3","0-1","3","2","2021-05-05","BOS-ORL",2.8,26.02,9.43,6.06,1.88,47.86,22.55,10.45,5.22,1.78,50.21,21.02,9.79,4.02,2.21,49.87
"224","ORL","PF","Danilo Gallinari","ORL","BOS","ORL - BOS","BOS","Danilo Gallinari","21","12","5-11","2-3","0","0","2022-04-26","ATL-MIA","Danilo Gallinari","PF","15","9","4-9","0-4","7","1","2022-04-24","MIA-ATL","Danilo Gallinari","PF","25","11","4-7","1-1","3","2","2022-04-22","MIA-ATL","Danilo Gallinari","PF","22","2","0-6","0-4","6","1","2022-04-19","ATL-MIA","Danilo Gallinari","PF","29","17","5-12","1-3","5","0","2022-04-17","ATL-MIA","Danilo Gallinari","PF","32","26","9-14","6-8","4","2","2022-04-10","ATL-HOU","Danilo Gallinari","PF","29","7","3-9","1-6","2","0","2022-04-09","ATL-MIA","Danilo Gallinari","PF","39","26","11-19","4-7","10","1","2022-04-07","WAS-ATL","Danilo Gallinari","PF","25","15","5-9","2-5","5","1","2022-04-02","BRK-ATL","Danilo Gallinari","PF","23","4","2-7","0-3","4","3","2022-03-31","CLE-ATL","Danilo Gallinari","PF","37","25","9-20","2-9","5","3","2022-03-25","GSW-ATL","Danilo Gallinari","PF","30","10","4-11","1-6","10","3","2022-03-22","ATL-NYK","Danilo Gallinari","PF","41","27","11-21","3-9","5","3","2022-03-20","NOP-ATL","Danilo Gallinari","PF","30","11","4-12","1-3","4","3","2022-03-18","MEM-ATL","Danilo Gallinari","PF","14","5","2-5","1-3","2","3","2022-03-16","ATL-CHO","Danilo Gallinari","PF","28","15","6-10","1-3","5","5","2022-03-13","IND-ATL","Danilo Gallinari","PF","30","13","5-12","3-7","6","3","2022-03-12","LAC-ATL","Danilo Gallinari","PF","36","14","5-11","2-5","6","2","2022-03-10","ATL-MIL","Danilo Gallinari","PF","21","14","5-9","3-6","4","0","2022-03-08","ATL-DET","Danilo Gallinari","PF","27","10","3-9","2-5","3","1","2022-03-05","ATL-WAS","Danilo Gallinari","PF","26","11","3-7","2-4","4","1","2022-02-17","ATL-ORL","Danilo Gallinari","PF","24","10","3-6","2-4","3","3","2021-12-16","ATL-ORL","Danilo Gallinari","PF","28","10","4-10","2-4","8","3","2021-11-16","ORL-ATL","Danilo Gallinari","PF","24","10","3-10","1-4","4","1","2021-05-13","ORL-ATL","Danilo Gallinari","PF","39","23","8-18","5-10","9","6","2021-03-04","ATL-ORL",NA,26.02,9.43,6.06,1.88,47.86,22.55,10.45,5.22,1.78,50.21,21.02,9.79,4.02,2.21,49.87
"225","ORL","PF","Noah Vonleh","ORL","BOS","ORL - BOS","BOS","Noah Vonleh","6","0","0-0","0-0","2","0","2022-12-13","BOS-LAC","Noah Vonleh","PF","2","0","0-0","0-0","0","1","2022-12-11","BOS-GSW","Noah Vonleh","PF","8","0","0-2","0-1","4","0","2022-12-08","BOS-PHO","Noah Vonleh","PF","2","0","0-0","0-0","1","0","2022-12-04","BOS-BRK","Noah Vonleh","PF","8","2","1-3","0-1","2","1","2022-11-29","CHO-BOS","Noah Vonleh","PF","2","0","0-0","0-0","1","0","2022-11-27","WAS-BOS","Noah Vonleh","PF","4","0","0-0","0-0","0","0","2022-11-26","SAC-BOS","Noah Vonleh","PF","2","0","0-0","0-0","0","0","2022-11-15","OKC-BOS","Noah Vonleh","PF","20","2","0-2","0-1","7","2","2022-11-13","BOS-DET","Noah Vonleh","PF","2","0","0-0","0-0","0","0","2022-11-12","DEN-BOS","Noah Vonleh","PF","6","0","0-0","0-0","1","0","2022-11-10","DET-BOS","Noah Vonleh","PF","8","0","0-0","0-0","2","1","2022-11-08","BOS-MEM","Noah Vonleh","PF","16","7","3-4","1-1","7","0","2022-11-05","BOS-NYK","Noah Vonleh","PF","5","2","1-1","0-0","3","1","2022-10-30","WAS-BOS","Noah Vonleh","PF","7","2","1-2","0-0","1","0","2022-10-28","CLE-BOS","Noah Vonleh","PF","12","2","1-4","0-0","5","0","2022-10-25","BOS-CHI","Noah Vonleh","PF","14","2","1-2","0-0","3","0","2022-10-22","BOS-ORL","Noah Vonleh","PF","15","4","2-2","0-0","5","0","2022-10-21","BOS-MIA","Noah Vonleh","PF","20","2","1-2","0-0","2","0","2022-10-18","PHI-BOS","Noah Vonleh","PF","3","0","0-1","0-1","0","0","2021-02-19","BRK-LAL","Noah Vonleh","PF","14","2","1-2","0-0","3","0","2022-10-22","BOS-ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.02,9.43,6.06,1.88,47.86,22.55,10.45,5.22,1.78,50.21,21.02,9.79,4.02,2.21,49.87
"226","ORL","PG","Malcolm Brogdon","ORL","BOS","ORL - BOS","BOS","Malcolm Brogdon","21","5","2-6","1-2","2","6","2022-12-14","BOS-LAL","Malcolm Brogdon","PG","31","18","6-12","2-6","4","6","2022-12-13","BOS-LAC","Malcolm Brogdon","PG","23","16","6-10","2-4","5","4","2022-12-11","BOS-GSW","Malcolm Brogdon","PG","19","16","7-9","2-4","3","5","2022-12-08","BOS-PHO","Malcolm Brogdon","PG","32","13","4-10","2-4","8","8","2022-12-04","BOS-BRK","Malcolm Brogdon","PG","21","6","2-7","1-2","2","0","2022-12-03","MIA-BOS","Malcolm Brogdon","PG","26","21","7-10","5-7","6","1","2022-12-01","MIA-BOS","Malcolm Brogdon","PG","23","21","8-9","3-3","5","6","2022-11-29","CHO-BOS","Malcolm Brogdon","PG","23","17","5-10","3-5","6","4","2022-11-27","WAS-BOS","Malcolm Brogdon","PG","21","8","3-9","2-3","3","4","2022-11-26","SAC-BOS","Malcolm Brogdon","PG","24","13","5-10","2-4","6","2","2022-11-24","DAL-BOS","Malcolm Brogdon","PG","25","23","8-13","5-6","1","6","2022-11-22","BOS-CHI","Malcolm Brogdon","PG","18","5","1-8","1-5","4","4","2022-11-19","BOS-NOP","Malcolm Brogdon","PG","14","9","3-4","1-2","2","1","2022-11-10","DET-BOS","Malcolm Brogdon","PG","19","8","3-12","2-7","10","4","2022-11-08","BOS-MEM","Malcolm Brogdon","PG","28","14","5-14","2-5","5","5","2022-11-05","BOS-NYK","Malcolm Brogdon","PG","29","25","9-10","0-0","2","4","2022-11-04","CHI-BOS","Malcolm Brogdon","PG","24","15","6-11","1-3","4","3","2022-11-02","BOS-CLE","Malcolm Brogdon","PG","23","23","6-12","3-5","2","4","2022-10-30","WAS-BOS","Malcolm Brogdon","PG","22","9","3-5","1-1","2","5","2022-10-28","CLE-BOS","Malcolm Brogdon","PG","21","13","4-10","1-4","2","4","2022-10-22","BOS-ORL","Malcolm Brogdon","PG","41","31","8-18","3-5","11","8","2022-03-03","IND-ORL","Malcolm Brogdon","PG","30","24","10-17","3-7","8","9","2021-04-26","IND-ORL","Malcolm Brogdon","PG","28","11","4-14","0-5","4","4","2021-04-09","IND-ORL","Malcolm Brogdon","PG","37","23","8-18","2-5","3","6","2021-01-23","ORL-IND",7.2,18.18,3.84,8.42,2.21,35.8,21.02,4.75,10.78,2.34,47.62,24.37,5.16,9.38,2.88,46.19
"227","ORL","PG","Payton Pritchard","ORL","BOS","ORL - BOS","BOS","Payton Pritchard","7","0","0-1","0-1","0","2","2022-12-13","BOS-LAC","Payton Pritchard","PG","7","3","1-3","1-3","1","1","2022-12-11","BOS-GSW","Payton Pritchard","PG","10","7","2-5","1-3","2","1","2022-12-08","BOS-PHO","Payton Pritchard","PG","16","6","3-8","0-3","2","1","2022-12-04","BOS-BRK","Payton Pritchard","PG","17","6","2-9","2-8","0","2","2022-11-29","CHO-BOS","Payton Pritchard","PG","17","3","1-4","1-2","1","1","2022-11-27","WAS-BOS","Payton Pritchard","PG","15","9","2-4","2-3","1","0","2022-11-26","SAC-BOS","Payton Pritchard","PG","2","0","0-1","0-0","0","0","2022-11-24","DAL-BOS","Payton Pritchard","PG","5","0","0-1","0-1","0","0","2022-11-19","BOS-NOP","Payton Pritchard","PG","24","14","5-8","4-6","3","4","2022-11-17","BOS-ATL","Payton Pritchard","PG","14","10","4-8","2-4","4","1","2022-11-15","OKC-BOS","Payton Pritchard","PG","15","5","2-6","1-3","2","2","2022-11-13","BOS-DET","Payton Pritchard","PG","16","11","5-6","0-1","5","0","2022-11-12","DEN-BOS","Payton Pritchard","PG","13","4","2-6","0-3","3","1","2022-11-10","DET-BOS","Payton Pritchard","PG","7","1","0-1","0-1","0","2","2022-10-30","WAS-BOS","Payton Pritchard","PG","5","3","1-4","1-2","1","2","2022-10-25","BOS-CHI","Payton Pritchard","PG","4","3","1-2","1-1","0","0","2022-10-22","BOS-ORL","Payton Pritchard","PG","8","0","0-2","0-2","1","1","2022-06-17","GSW-BOS","Payton Pritchard","PG","5","0","0-3","0-3","1","0","2022-06-14","BOS-GSW","Payton Pritchard","PG","10","1","0-2","0-2","1","0","2022-06-11","GSW-BOS","Payton Pritchard","PG","4","3","1-2","1-1","0","0","2022-10-22","BOS-ORL","Payton Pritchard","PG","5","7","2-2","1-1","0","1","2022-02-06","BOS-ORL","Payton Pritchard","PG","13","3","1-5","1-4","3","0","2022-01-02","ORL-BOS","Payton Pritchard","PG","10","0","0-1","0-0","2","1","2021-11-03","BOS-ORL","Payton Pritchard","PG","18","14","5-8","4-6","1","1","2021-05-05","BOS-ORL",2.5,18.18,3.84,8.42,2.21,35.8,21.02,4.75,10.78,2.34,47.62,24.37,5.16,9.38,2.88,46.19
"228","ORL","PG","Marcus Smart","ORL","BOS","ORL - BOS","BOS","Marcus Smart","42","18","7-17","4-11","5","6","2022-12-14","BOS-LAL","Marcus Smart","PG","32","3","1-6","1-4","1","3","2022-12-13","BOS-LAC","Marcus Smart","PG","35","13","4-12","2-6","4","5","2022-12-11","BOS-GSW","Marcus Smart","PG","26","4","2-5","0-3","4","6","2022-12-08","BOS-PHO","Marcus Smart","PG","39","18","7-14","4-8","3","7","2022-12-06","BOS-TOR","Marcus Smart","PG","42","18","8-14","1-7","3","9","2022-12-03","MIA-BOS","Marcus Smart","PG","35","10","3-7","2-3","5","9","2022-12-01","MIA-BOS","Marcus Smart","PG","31","22","8-11","6-9","2","15","2022-11-29","CHO-BOS","Marcus Smart","PG","27","14","5-8","2-4","4","7","2022-11-27","WAS-BOS","Marcus Smart","PG","29","4","0-4","0-3","4","5","2022-11-26","SAC-BOS","Marcus Smart","PG","34","13","5-9","3-4","2","9","2022-11-24","DAL-BOS","Marcus Smart","PG","35","8","3-9","2-5","1","8","2022-11-22","BOS-CHI","Marcus Smart","PG","29","22","8-12","1-2","5","8","2022-11-15","OKC-BOS","Marcus Smart","PG","43","18","7-17","4-10","2","10","2022-11-13","BOS-DET","Marcus Smart","PG","24","4","2-4","0-0","0","4","2022-11-12","DEN-BOS","Marcus Smart","PG","23","2","1-6","0-4","3","11","2022-11-10","DET-BOS","Marcus Smart","PG","36","15","6-11","2-6","7","12","2022-11-08","BOS-MEM","Marcus Smart","PG","36","13","5-9","3-5","2","11","2022-11-05","BOS-NYK","Marcus Smart","PG","25","12","5-10","2-4","1","1","2022-11-04","CHI-BOS","Marcus Smart","PG","37","16","5-12","1-5","6","5","2022-11-02","BOS-CLE","Marcus Smart","PG","37","6","2-11","1-9","2","8","2022-10-22","BOS-ORL","Marcus Smart","PG","25","3","1-3","0-2","8","2","2022-02-06","BOS-ORL","Marcus Smart","PG","44","17","3-11","2-5","7","7","2022-01-02","ORL-BOS","Marcus Smart","PG","33","8","3-8","2-6","4","4","2021-11-03","BOS-ORL","Marcus Smart","PG","30","3","1-6","1-3","3","9","2021-05-05","BOS-ORL",11.7,18.18,3.84,8.42,2.21,35.8,21.02,4.75,10.78,2.34,47.62,24.37,5.16,9.38,2.88,46.19
