"","Opponent","regular_1_position","Player","Away","Home","matchup","Team","regular_1_name","regular_1_min","regular_1_pts","regular_1_fg","regular_1_fg3","regular_1_reb","regular_1_ast","regular_1_game_date","regular_1_matchup","regular_2_name","regular_2_position","regular_2_min","regular_2_pts","regular_2_fg","regular_2_fg3","regular_2_reb","regular_2_ast","regular_2_game_date","regular_2_matchup","regular_3_name","regular_3_position","regular_3_min","regular_3_pts","regular_3_fg","regular_3_fg3","regular_3_reb","regular_3_ast","regular_3_game_date","regular_3_matchup","regular_4_name","regular_4_position","regular_4_min","regular_4_pts","regular_4_fg","regular_4_fg3","regular_4_reb","regular_4_ast","regular_4_game_date","regular_4_matchup","regular_5_name","regular_5_position","regular_5_min","regular_5_pts","regular_5_fg","regular_5_fg3","regular_5_reb","regular_5_ast","regular_5_game_date","regular_5_matchup","regular_6_name","regular_6_position","regular_6_min","regular_6_pts","regular_6_fg","regular_6_fg3","regular_6_reb","regular_6_ast","regular_6_game_date","regular_6_matchup","regular_7_name","regular_7_position","regular_7_min","regular_7_pts","regular_7_fg","regular_7_fg3","regular_7_reb","regular_7_ast","regular_7_game_date","regular_7_matchup","regular_8_name","regular_8_position","regular_8_min","regular_8_pts","regular_8_fg","regular_8_fg3","regular_8_reb","regular_8_ast","regular_8_game_date","regular_8_matchup","regular_9_name","regular_9_position","regular_9_min","regular_9_pts","regular_9_fg","regular_9_fg3","regular_9_reb","regular_9_ast","regular_9_game_date","regular_9_matchup","regular_10_name","regular_10_position","regular_10_min","regular_10_pts","regular_10_fg","regular_10_fg3","regular_10_reb","regular_10_ast","regular_10_game_date","regular_10_matchup","regular_11_name","regular_11_position","regular_11_min","regular_11_pts","regular_11_fg","regular_11_fg3","regular_11_reb","regular_11_ast","regular_11_game_date","regular_11_matchup","regular_12_name","regular_12_position","regular_12_min","regular_12_pts","regular_12_fg","regular_12_fg3","regular_12_reb","regular_12_ast","regular_12_game_date","regular_12_matchup","regular_13_name","regular_13_position","regular_13_min","regular_13_pts","regular_13_fg","regular_13_fg3","regular_13_reb","regular_13_ast","regular_13_game_date","regular_13_matchup","regular_14_name","regular_14_position","regular_14_min","regular_14_pts","regular_14_fg","regular_14_fg3","regular_14_reb","regular_14_ast","regular_14_game_date","regular_14_matchup","regular_15_name","regular_15_position","regular_15_min","regular_15_pts","regular_15_fg","regular_15_fg3","regular_15_reb","regular_15_ast","regular_15_game_date","regular_15_matchup","regular_16_name","regular_16_position","regular_16_min","regular_16_pts","regular_16_fg","regular_16_fg3","regular_16_reb","regular_16_ast","regular_16_game_date","regular_16_matchup","regular_17_name","regular_17_position","regular_17_min","regular_17_pts","regular_17_fg","regular_17_fg3","regular_17_reb","regular_17_ast","regular_17_game_date","regular_17_matchup","regular_18_name","regular_18_position","regular_18_min","regular_18_pts","regular_18_fg","regular_18_fg3","regular_18_reb","regular_18_ast","regular_18_game_date","regular_18_matchup","regular_19_name","regular_19_position","regular_19_min","regular_19_pts","regular_19_fg","regular_19_fg3","regular_19_reb","regular_19_ast","regular_19_game_date","regular_19_matchup","regular_20_name","regular_20_position","regular_20_min","regular_20_pts","regular_20_fg","regular_20_fg3","regular_20_reb","regular_20_ast","regular_20_game_date","regular_20_matchup","opponent_1_name","opponent_1_position","opponent_1_min","opponent_1_pts","opponent_1_fg","opponent_1_fg3","opponent_1_reb","opponent_1_ast","opponent_1_game_date","opponent_1_matchup","opponent_2_name","opponent_2_position","opponent_2_min","opponent_2_pts","opponent_2_fg","opponent_2_fg3","opponent_2_reb","opponent_2_ast","opponent_2_game_date","opponent_2_matchup","opponent_3_name","opponent_3_position","opponent_3_min","opponent_3_pts","opponent_3_fg","opponent_3_fg3","opponent_3_reb","opponent_3_ast","opponent_3_game_date","opponent_3_matchup","opponent_4_name","opponent_4_position","opponent_4_min","opponent_4_pts","opponent_4_fg","opponent_4_fg3","opponent_4_reb","opponent_4_ast","opponent_4_game_date","opponent_4_matchup","opponent_5_name","opponent_5_position","opponent_5_min","opponent_5_pts","opponent_5_fg","opponent_5_fg3","opponent_5_reb","opponent_5_ast","opponent_5_game_date","opponent_5_matchup","PotentialAssists","Matchup_Points.7","Matchup_Rebounds.7","Matchup_Assists.7","Matchup_3PM.7","Matchup_FG%.7","Matchup_Points.15","Matchup_Rebounds.15","Matchup_Assists.15","Matchup_3PM.15","Matchup_FG%.15","Matchup_Points.30","Matchup_Rebounds.30","Matchup_Assists.30","Matchup_3PM.30","Matchup_FG%.30"
"229","ORL","PG","Derrick White","ORL","BOS","ORL - BOS","BOS","Derrick White","26","10","4-7","2-4","1","0","2022-12-14","BOS-LAL","Derrick White","PG","15","3","1-3","1-3","0","1","2022-12-13","BOS-LAC","Derrick White","PG","22","6","1-7","0-4","2","0","2022-12-11","BOS-GSW","Derrick White","PG","18","7","3-9","1-4","2","6","2022-12-08","BOS-PHO","Derrick White","PG","27","9","2-6","1-3","4","5","2022-12-06","BOS-TOR","Derrick White","PG","22","3","1-7","1-5","2","2","2022-12-04","BOS-BRK","Derrick White","PG","28","13","3-8","2-5","4","3","2022-12-03","MIA-BOS","Derrick White","PG","25","15","6-10","3-7","1","5","2022-12-01","MIA-BOS","Derrick White","PG","25","15","5-8","3-4","2","6","2022-11-29","CHO-BOS","Derrick White","PG","31","15","4-7","2-4","2","3","2022-11-27","WAS-BOS","Derrick White","PG","26","16","6-11","3-7","3","2","2022-11-26","SAC-BOS","Derrick White","PG","29","12","4-9","3-6","2","1","2022-11-24","DAL-BOS","Derrick White","PG","18","4","2-5","0-3","2","2","2022-11-22","BOS-CHI","Derrick White","PG","35","26","9-12","6-8","3","1","2022-11-19","BOS-NOP","Derrick White","PG","31","16","6-11","2-4","5","10","2022-11-17","BOS-ATL","Derrick White","PG","33","16","5-9","2-4","1","5","2022-11-15","OKC-BOS","Derrick White","PG","25","12","3-12","1-5","3","4","2022-11-13","BOS-DET","Derrick White","PG","24","10","3-9","2-6","1","4","2022-11-12","DEN-BOS","Derrick White","PG","20","8","2-4","2-2","8","4","2022-11-10","DET-BOS","Derrick White","PG","18","4","2-5","0-2","2","1","2022-11-08","BOS-MEM","Derrick White","PG","37","27","10-17","5-9","4","4","2022-10-22","BOS-ORL","Derrick White","PG","33","12","4-14","2-6","10","4","2021-11-05","SAS-ORL","Derrick White","PG","30","16","6-11","3-4","4","4","2021-10-21","ORL-SAS","Derrick White","PG","28","15","7-14","1-6","2","4","2021-04-13","SAS-ORL","Derrick White","PG","25","17","7-12","2-4","1","2","2021-03-13","ORL-SAS",5.2,18.18,3.84,8.42,2.21,35.8,21.02,4.75,10.78,2.34,47.62,24.37,5.16,9.38,2.88,46.19
"230","ORL","SF","Justin Jackson","ORL","BOS","ORL - BOS","BOS","Justin Jackson","3","0","0-0","0-0","1","0","2022-12-13","BOS-LAC","Justin Jackson","SF","2","0","0-0","0-0","0","0","2022-12-11","BOS-GSW","Justin Jackson","SF","10","0","0-3","0-2","1","2","2022-12-08","BOS-PHO","Justin Jackson","SF","2","0","0-0","0-0","0","0","2022-12-04","BOS-BRK","Justin Jackson","SF","9","0","0-2","0-2","2","1","2022-11-29","CHO-BOS","Justin Jackson","SF","5","0","0-0","0-0","0","0","2022-11-27","WAS-BOS","Justin Jackson","SF","4","0","0-1","0-1","1","0","2022-11-26","SAC-BOS","Justin Jackson","SF","2","0","0-0","0-0","0","0","2022-11-24","DAL-BOS","Justin Jackson","SF","10","0","0-1","0-1","1","0","2022-11-17","BOS-ATL","Justin Jackson","SF","6","0","0-2","0-2","1","1","2022-11-10","DET-BOS","Justin Jackson","SF","4","0","0-1","0-1","0","0","2022-10-30","WAS-BOS","Justin Jackson","SF","5","6","2-3","2-2","0","0","2022-10-25","BOS-CHI","Justin Jackson","SF","--","--","-----","-----","--","--","2022-02-25","PHO-OKC","Justin Jackson","SF","1","0","0-2","0-1","1","0","2022-02-08","PHO-CHI","Justin Jackson","SF","9","0","0-5","0-3","0","2","2022-02-06","PHO-WAS","Justin Jackson","SF","1","0","0-0","0-0","0","0","2022-02-02","BRK-PHO","Justin Jackson","SF","9","5","2-2","1-1","2","0","2022-01-09","MIA-PHO","Justin Jackson","SF","6","8","3-4","2-3","2","0","2022-01-07","LAC-PHO","Justin Jackson","SF","8","0","0-1","0-1","2","0","2022-01-05","PHO-NOP","Justin Jackson","SF","2","2","0-1","0-0","0","0","2021-12-23","CLE-BOS","Justin Jackson","SF","29","8","3-6","0-3","2","3","2020-12-30","ORL-OKC","Justin Jackson","SF","6","3","1-2","0-0","2","1","2020-02-22","DAL-ORL","Justin Jackson","SF","17","11","4-6","1-2","6","0","2019-11-07","ORL-DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.52,5.64,3.88,2.46,36.61,26.77,6.58,3.39,2.97,46.12,23.01,6.88,3.29,2.93,43
"231","ORL","SF","Sam Hauser","ORL","BOS","ORL - BOS","BOS","Sam Hauser","11","3","1-4","1-4","2","0","2022-12-14","BOS-LAL","Sam Hauser","SF","13","5","2-7","1-6","1","1","2022-12-13","BOS-LAC","Sam Hauser","SF","11","3","1-3","1-3","1","0","2022-12-11","BOS-GSW","Sam Hauser","SF","21","6","2-7","2-6","6","0","2022-12-08","BOS-PHO","Sam Hauser","SF","16","5","2-5","1-4","3","1","2022-12-06","BOS-TOR","Sam Hauser","SF","18","3","1-3","1-3","3","1","2022-12-04","BOS-BRK","Sam Hauser","SF","10","5","2-4","1-3","2","1","2022-12-03","MIA-BOS","Sam Hauser","SF","7","0","0-2","0-2","0","1","2022-12-01","MIA-BOS","Sam Hauser","SF","27","11","4-7","3-6","3","2","2022-11-29","CHO-BOS","Sam Hauser","SF","21","14","4-5","3-4","5","1","2022-11-27","WAS-BOS","Sam Hauser","SF","22","9","3-6","3-6","3","1","2022-11-26","SAC-BOS","Sam Hauser","SF","17","3","1-3","1-3","3","1","2022-11-24","DAL-BOS","Sam Hauser","SF","12","4","1-2","1-2","2","0","2022-11-22","BOS-CHI","Sam Hauser","SF","21","6","2-7","2-5","4","2","2022-11-19","BOS-NOP","Sam Hauser","SF","27","15","5-6","5-6","6","0","2022-11-17","BOS-ATL","Sam Hauser","SF","16","6","2-5","2-5","1","0","2022-11-15","OKC-BOS","Sam Hauser","SF","21","5","2-7","1-6","1","1","2022-11-13","BOS-DET","Sam Hauser","SF","20","5","2-7","1-6","5","1","2022-11-12","DEN-BOS","Sam Hauser","SF","32","24","9-15","6-12","2","0","2022-11-10","DET-BOS","Sam Hauser","SF","11","5","1-2","1-2","1","1","2022-11-08","BOS-MEM","Sam Hauser","SF","7","9","3-4","3-4","2","0","2022-10-22","BOS-ORL","Sam Hauser","SF","6","0","0-1","0-1","0","1","2022-01-02","ORL-BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.52,5.64,3.88,2.46,36.61,26.77,6.58,3.39,2.97,46.12,23.01,6.88,3.29,2.93,43
"232","ORL","SF","Jayson Tatum","ORL","BOS","ORL - BOS","BOS","Jayson Tatum","44","44","15-29","5-10","9","6","2022-12-14","BOS-LAL","Jayson Tatum","SF","37","20","7-20","2-8","11","4","2022-12-13","BOS-LAC","Jayson Tatum","SF","40","18","6-21","2-9","7","2","2022-12-11","BOS-GSW","Jayson Tatum","SF","29","25","9-19","3-8","5","2","2022-12-08","BOS-PHO","Jayson Tatum","SF","39","31","11-24","5-10","12","3","2022-12-06","BOS-TOR","Jayson Tatum","SF","37","29","10-19","3-6","11","1","2022-12-04","BOS-BRK","Jayson Tatum","SF","41","14","5-18","0-7","12","3","2022-12-03","MIA-BOS","Jayson Tatum","SF","39","49","15-25","8-12","11","3","2022-12-01","MIA-BOS","Jayson Tatum","SF","30","35","15-28","4-14","3","3","2022-11-29","CHO-BOS","Jayson Tatum","SF","31","30","10-17","2-6","8","4","2022-11-26","SAC-BOS","Jayson Tatum","SF","37","37","11-24","2-7","13","5","2022-11-24","DAL-BOS","Jayson Tatum","SF","36","28","9-19","4-10","11","7","2022-11-22","BOS-CHI","Jayson Tatum","SF","39","19","6-18","2-10","7","10","2022-11-19","BOS-NOP","Jayson Tatum","SF","33","19","6-19","3-10","7","8","2022-11-17","BOS-ATL","Jayson Tatum","SF","38","27","9-23","1-9","10","1","2022-11-15","OKC-BOS","Jayson Tatum","SF","41","43","14-28","7-14","10","3","2022-11-13","BOS-DET","Jayson Tatum","SF","37","34","11-21","2-7","8","5","2022-11-12","DEN-BOS","Jayson Tatum","SF","32","31","10-20","5-11","1","5","2022-11-10","DET-BOS","Jayson Tatum","SF","40","39","12-25","3-11","3","2","2022-11-08","BOS-MEM","Jayson Tatum","SF","37","26","8-17","6-13","4","5","2022-11-05","BOS-NYK","Jayson Tatum","SF","38","40","14-21","4-10","8","1","2022-10-22","BOS-ORL","Jayson Tatum","SF","35","15","6-18","2-8","9","7","2022-02-06","BOS-ORL","Jayson Tatum","SF","34","14","4-16","1-6","6","3","2021-11-03","BOS-ORL","Jayson Tatum","SF","31","27","10-22","4-12","7","3","2021-05-05","BOS-ORL","Jayson Tatum","SF","29","23","7-13","5-8","4","4","2021-03-21","ORL-BOS",7.5,21.52,5.64,3.88,2.46,36.61,26.77,6.58,3.39,2.97,46.12,23.01,6.88,3.29,2.93,43
"233","ORL","SG","Jaylen Brown","ORL","BOS","ORL - BOS","BOS","Jaylen Brown","43","25","10-21","3-7","15","5","2022-12-14","BOS-LAL","Jaylen Brown","SG","30","21","9-15","1-6","4","2","2022-12-13","BOS-LAC","Jaylen Brown","SG","37","31","13-23","3-9","9","3","2022-12-11","BOS-GSW","Jaylen Brown","SG","28","25","9-24","2-8","7","3","2022-12-08","BOS-PHO","Jaylen Brown","SG","39","22","9-22","1-6","8","8","2022-12-06","BOS-TOR","Jaylen Brown","SG","40","34","10-20","5-9","10","2","2022-12-04","BOS-BRK","Jaylen Brown","SG","46","37","12-23","5-11","14","5","2022-12-03","MIA-BOS","Jaylen Brown","SG","28","26","10-18","1-6","7","5","2022-12-01","MIA-BOS","Jaylen Brown","SG","34","36","13-23","2-7","5","2","2022-11-27","WAS-BOS","Jaylen Brown","SG","27","25","9-16","1-4","5","4","2022-11-26","SAC-BOS","Jaylen Brown","SG","36","31","13-18","2-3","4","4","2022-11-24","DAL-BOS","Jaylen Brown","SG","38","25","9-20","4-10","7","2","2022-11-22","BOS-CHI","Jaylen Brown","SG","37","27","10-20","3-6","10","7","2022-11-19","BOS-NOP","Jaylen Brown","SG","23","22","10-17","1-6","5","0","2022-11-17","BOS-ATL","Jaylen Brown","SG","41","26","11-21","0-5","6","6","2022-11-15","OKC-BOS","Jaylen Brown","SG","35","25","11-15","3-4","8","8","2022-11-12","DEN-BOS","Jaylen Brown","SG","30","30","11-19","2-6","7","3","2022-11-10","DET-BOS","Jaylen Brown","SG","38","21","8-20","1-6","9","2","2022-11-08","BOS-MEM","Jaylen Brown","SG","37","30","10-19","6-11","5","3","2022-11-05","BOS-NYK","Jaylen Brown","SG","34","16","6-14","0-3","5","2","2022-11-04","CHI-BOS","Jaylen Brown","SG","38","12","4-16","1-6","9","4","2022-10-22","BOS-ORL","Jaylen Brown","SG","29","26","10-22","1-9","5","3","2022-02-06","BOS-ORL","Jaylen Brown","SG","46","50","19-29","5-10","11","4","2022-01-02","ORL-BOS","Jaylen Brown","SG","32","28","10-17","3-8","5","3","2021-11-03","BOS-ORL","Jaylen Brown","SG","33","34","12-24","10-19","4","3","2021-03-21","ORL-BOS",6.1,21.73,6.72,4.38,3.31,47.39,21.62,6.83,4.02,3.05,45.4,21.95,5.98,5.12,3.29,42.86
"234","PHI","C","Kevon Looney","GSW","PHI","GSW - PHI","GSW","Kevon Looney","21","4","2-5","0-0","6","3","2022-12-15","GSW-IND","Kevon Looney","C","19","5","2-4","0-0","8","1","2022-12-14","GSW-MIL","Kevon Looney","C","27","7","3-4","0-0","15","3","2022-12-11","BOS-GSW","Kevon Looney","C","29","7","3-5","0-0","9","1","2022-12-08","GSW-UTA","Kevon Looney","C","14","6","2-2","0-0","7","0","2022-12-06","IND-GSW","Kevon Looney","C","27","9","3-4","0-0","12","2","2022-12-04","HOU-GSW","Kevon Looney","C","27","7","3-5","0-0","12","3","2022-12-03","CHI-GSW","Kevon Looney","C","18","11","4-4","0-0","6","1","2022-11-30","GSW-DAL","Kevon Looney","C","22","2","1-1","0-0","7","4","2022-11-27","GSW-MIN","Kevon Looney","C","28","10","5-8","0-0","12","4","2022-11-26","UTA-GSW","Kevon Looney","C","17","9","4-4","0-0","3","2","2022-11-24","LAC-GSW","Kevon Looney","C","5","0","0-0","0-0","3","0","2022-11-22","GSW-NOP","Kevon Looney","C","29","3","1-2","0-0","7","5","2022-11-21","GSW-HOU","Kevon Looney","C","24","5","1-2","0-0","8","3","2022-11-19","NYK-GSW","Kevon Looney","C","20","10","5-6","0-0","8","2","2022-11-17","GSW-PHO","Kevon Looney","C","18","2","1-3","0-0","4","4","2022-11-15","SAS-GSW","Kevon Looney","C","29","8","4-7","0-0","10","2","2022-11-14","GSW-SAC","Kevon Looney","C","30","7","3-4","0-0","9","3","2022-11-12","CLE-GSW","Kevon Looney","C","21","2","1-4","0-0","13","4","2022-11-08","SAC-GSW","Kevon Looney","C","25","5","2-3","0-0","5","2","2022-11-05","GSW-NOP","Kevon Looney","C","25","9","4-6","0-0","8","4","2021-12-12","GSW-PHI","Kevon Looney","C","23","6","3-6","0-0","5","0","2021-11-25","PHI-GSW","Kevon Looney","C","34","5","2-4","0-0","15","1","2021-04-19","GSW-PHI","Kevon Looney","C","17","2","1-1","0-0","6","2","2021-03-24","PHI-GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,21.17,17.02,3.37,0.3,56.02,20.55,16.51,3.34,0.68,55.02,22.02,15.62,3.78,1.26,54.97
"235","PHI","C","James Wiseman","GSW","PHI","GSW - PHI","GSW","James Wiseman","5","3","1-2","0-0","2","0","2022-12-08","GSW-UTA","James Wiseman","C","9","2","1-3","0-0","2","2","2022-11-15","SAS-GSW","James Wiseman","C","17","5","1-1","0-0","6","2","2022-11-05","GSW-NOP","James Wiseman","C","10","2","1-3","0-0","3","1","2022-11-03","GSW-ORL","James Wiseman","C","9","5","2-4","0-0","0","0","2022-11-01","GSW-MIA","James Wiseman","C","13","6","2-4","0-0","4","1","2022-10-30","GSW-DET","James Wiseman","C","5","0","0-2","0-0","0","1","2022-10-29","GSW-CHO","James Wiseman","C","14","10","5-8","0-0","6","0","2022-10-28","MIA-GSW","James Wiseman","C","18","12","5-8","0-0","3","0","2022-10-26","GSW-PHO","James Wiseman","C","20","14","5-7","0-0","6","3","2022-10-24","SAC-GSW","James Wiseman","C","16","11","4-5","0-0","5","1","2022-10-22","DEN-GSW","James Wiseman","C","17","8","4-6","0-0","7","0","2022-10-19","LAL-GSW","James Wiseman","C","6","6","3-5","0-0","1","0","2021-04-11","HOU-GSW","James Wiseman","C","23","18","9-11","0-1","6","1","2021-04-10","WAS-GSW","James Wiseman","C","25","13","6-13","0-1","10","2","2021-04-07","MIL-GSW","James Wiseman","C","18","8","4-9","0-1","5","0","2021-04-04","GSW-ATL","James Wiseman","C","31","9","4-11","1-2","5","2","2021-04-02","GSW-TOR","James Wiseman","C","20","4","1-5","0-0","4","1","2021-04-02","GSW-MIA","James Wiseman","C","28","12","6-8","0-0","5","0","2021-03-30","CHI-GSW","James Wiseman","C","27","18","7-13","0-1","5","0","2021-03-27","ATL-GSW","James Wiseman","C","26","11","5-13","0-1","4","2","2021-03-24","PHI-GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.17,17.02,3.37,0.3,56.02,20.55,16.51,3.34,0.68,55.02,22.02,15.62,3.78,1.26,54.97
"236","PHI","F","JaMychal Green","GSW","PHI","GSW - PHI","GSW","JaMychal Green","19","15","4-4","3-3","5","1","2022-12-15","GSW-IND","JaMychal Green","F","13","3","1-4","1-4","2","0","2022-12-14","GSW-MIL","JaMychal Green","F","9","0","0-0","0-0","1","1","2022-12-11","BOS-GSW","JaMychal Green","F","17","7","3-7","1-3","4","1","2022-12-08","GSW-UTA","JaMychal Green","F","8","7","2-2","0-0","2","1","2022-12-06","IND-GSW","JaMychal Green","F","10","4","2-4","0-1","3","0","2022-12-04","HOU-GSW","JaMychal Green","F","10","2","1-3","0-2","1","0","2022-12-03","CHI-GSW","JaMychal Green","F","8","3","1-2","0-1","1","0","2022-11-30","GSW-DAL","JaMychal Green","F","14","6","3-4","0-1","2","1","2022-11-27","GSW-MIN","JaMychal Green","F","10","8","4-6","0-1","2","1","2022-11-26","UTA-GSW","JaMychal Green","F","12","5","2-5","1-2","6","0","2022-11-24","LAC-GSW","JaMychal Green","F","23","10","4-6","0-2","8","1","2022-11-22","GSW-NOP","JaMychal Green","F","15","8","4-5","0-1","3","1","2022-11-21","GSW-HOU","JaMychal Green","F","17","12","5-8","0-1","3","2","2022-11-19","NYK-GSW","JaMychal Green","F","17","2","1-7","0-2","2","0","2022-11-17","GSW-PHO","JaMychal Green","F","15","9","3-5","1-3","5","2","2022-11-15","SAS-GSW","JaMychal Green","F","9","2","1-2","0-1","1","0","2022-11-05","GSW-NOP","JaMychal Green","F","16","7","3-5","1-1","6","0","2022-11-03","GSW-ORL","JaMychal Green","F","18","9","4-11","0-2","9","1","2022-11-01","GSW-MIA","JaMychal Green","F","16","6","3-6","0-2","2","0","2022-10-30","GSW-DET","JaMychal Green","F","23","10","5-6","0-0","8","1","2022-03-14","DEN-PHI","JaMychal Green","F","9","6","2-4","1-3","2","0","2021-11-19","PHI-DEN","JaMychal Green","F","14","3","1-1","0-0","6","3","2021-03-31","PHI-DEN","JaMychal Green","F","21","12","4-11","2-6","6","1","2021-01-09","DEN-PHI","JaMychal Green","F","15","5","2-3","1-2","3","1","2020-03-01","PHI-LAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","PHI","F","Andre Iguodala","GSW","PHI","GSW - PHI","GSW","Andre Iguodala","1","0","0-0","0-0","0","0","2022-06-17","GSW-BOS","Andre Iguodala","F","4","0","0-0","0-0","0","2","2022-06-14","BOS-GSW","Andre Iguodala","F","2","0","0-0","0-0","0","0","2022-06-09","GSW-BOS","Andre Iguodala","F","12","7","3-4","1-1","0","3","2022-06-03","BOS-GSW","Andre Iguodala","F","13","0","0-3","0-1","1","0","2022-04-24","GSW-DEN","Andre Iguodala","F","16","4","1-1","0-0","4","3","2022-04-22","GSW-DEN","Andre Iguodala","F","13","0","0-1","0-1","2","4","2022-04-17","DEN-GSW","Andre Iguodala","F","17","3","1-3","0-2","3","1","2022-04-10","GSW-SAS","Andre Iguodala","F","21","5","2-7","1-3","2","7","2022-04-08","LAL-GSW","Andre Iguodala","F","15","0","0-3","0-3","3","4","2022-04-03","UTA-GSW","Andre Iguodala","F","16","3","1-3","1-3","3","1","2022-03-31","PHO-GSW","Andre Iguodala","F","16","6","2-3","1-2","3","2","2022-03-29","GSW-MEM","Andre Iguodala","F","6","3","1-1","1-1","2","2","2022-02-08","GSW-OKC","Andre Iguodala","F","31","4","1-2","0-0","5","4","2022-01-21","IND-GSW","Andre Iguodala","F","20","0","0-4","0-4","2","1","2022-01-17","GSW-MIN","Andre Iguodala","F","11","5","1-3","1-2","0","3","2022-01-15","GSW-CHI","Andre Iguodala","F","13","2","1-3","0-1","2","1","2022-01-14","GSW-MIL","Andre Iguodala","F","21","0","0-2","0-1","3","2","2022-01-12","GSW-MEM","Andre Iguodala","F","25","4","2-9","0-4","4","5","2022-01-10","CLE-GSW","Andre Iguodala","F","20","5","2-3","1-2","3","7","2022-01-07","GSW-NOP","Andre Iguodala","F","11","2","1-5","0-4","3","0","2021-12-12","GSW-PHI","Andre Iguodala","F","23","0","0-0","0-0","5","1","2021-05-13","PHI-MIA","Andre Iguodala","F","25","2","1-1","0-0","3","8","2021-01-15","MIA-PHI","Andre Iguodala","F","22","7","3-10","1-6","5","7","2021-01-13","MIA-PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","PHI","F","Patrick Baldwin Jr.","GSW","PHI","GSW - PHI","GSW","Patrick Baldwin Jr.","8","6","2-3","2-3","0","0","2022-12-14","GSW-MIL","Patrick Baldwin Jr.","F","4","3","1-3","1-3","1","0","2022-11-24","LAC-GSW","Patrick Baldwin Jr.","F","16","7","3-6","1-4","5","0","2022-11-22","GSW-NOP","Patrick Baldwin Jr.","F","4","0","0-1","0-1","0","0","2022-11-05","GSW-NOP","Patrick Baldwin Jr.","F","1","0","0-0","0-0","0","0","2022-10-30","GSW-DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
